12;25;29;31;35;40
02;04;05;17;35;41
04;07;29;33;36;39
04;05;06;09;10;11
02;04;13;23;38;40
04;24;31;35;37;39
03;07;08;15;17;31
01;02;05;23;31;34
01;20;25;28;31;42
01;07;11;32;33;40
03;13;18;20;23;28
01;04;26;36;41;42
03;04;05;18;28;37
01;16;22;36;37;42
02;17;22;29;38;42
01;19;21;31;32;40
03;08;14;30;38;43
01;02;17;24;40;41
03;04;20;30;40;41
07;08;15;30;35;36
02;07;13;16;36;37
15;20;23;28;37;40
01;05;25;27;38;41
21;29;31;36;38;41
18;19;22;25;35;42
09;11;21;23;33;39
05;13;27;37;39;41
06;07;18;29;33;39
01;07;09;14;23;43
06;12;14;28;31;36
03;07;10;12;19;36
06;08;15;17;39;40
05;12;16;19;28;39
02;08;17;24;32;38
07;08;16;24;26;34
01;05;07;15;41;42
11;14;17;18;34;36
04;05;10;23;36;42
03;06;13;17;20;29
05;15;16;20;34;39
08;10;25;31;39;40
03;05;09;26;34;36
04;10;13;31;35;42
04;14;23;25;28;35
08;15;26;27;34;38
13;28;29;37;38;41
08;11;16;20;28;36
10;21;22;25;35;37
04;09;11;12;32;38
08;20;23;27;32;33
04;05;06;27;36;38
08;13;15;19;20;30
13;18;25;26;29;40
03;13;16;24;26;43
06;08;24;25;34;38
01;09;15;16;22;26
04;06;22;31;34;41
01;11;24;26;36;37
01;05;08;12;17;29
02;10;11;12;19;38
12;31;32;34;39;42
03;05;19;20;23;27
02;03;06;14;26;42
01;21;28;30;37;43
07;10;15;20;37;40
03;06;07;22;27;31
07;11;12;19;33;42
06;19;20;28;36;37
12;13;15;18;30;41
10;13;17;38;41;43
07;10;18;21;33;35
03;09;12;16;18;37
02;11;13;15;16;32
14;15;23;24;32;34
07;19;28;33;35;39
07;14;15;19;35;43
04;24;25;26;27;34
07;09;14;17;36;37
20;21;25;27;34;38
02;03;08;20;21;24
11;13;19;26;36;43
08;13;15;21;33;34
17;22;25;26;27;43
04;13;15;22;39;41
02;06;15;28;29;43
07;12;17;18;24;28
17;19;20;22;33;41
06;31;34;35;37;40
02;09;11;15;23;25
12;16;19;27;30;32
05;12;14;18;20;31
06;12;22;25;31;35
05;16;17;22;39;43
08;20;23;24;29;38
10;15;18;30;31;37
07;18;27;37;38;43
14;27;28;31;37;40
15;21;26;28;42;43
09;12;21;26;33;40
15;16;23;30;39;43
02;31;36;37;39;43
01;14;17;28;31;37
04;09;19;22;23;33
14;15;27;34;35;42
03;18;23;24;29;33
08;10;13;20;24;33
03;10;14;18;26;43
06;13;19;20;30;31
01;02;04;16;36;37
11;18;19;30;37;39
12;20;23;28;31;32
06;13;17;27;28;36
02;12;16;20;42;43
02;04;06;24;35;39
02;06;07;09;16;19
02;14;15;26;35;37
01;02;04;05;09;25
09;28;33;34;37;43
12;15;22;24;29;37
03;20;23;30;31;37
03;12;16;25;32;36
05;08;16;25;26;30
14;19;21;28;29;31
02;06;08;10;25;34
05;06;07;08;28;38
01;02;03;30;35;36
03;13;17;25;40;41
02;03;12;20;34;43
06;08;09;29;32;37
05;12;13;33;39;42
08;16;18;35;42;43
17;25;29;33;37;42
01;08;18;26;34;42
01;05;19;20;35;41
08;20;23;24;42;43
03;09;11;24;26;34
03;12;19;33;35;36
02;11;12;28;35;37
04;12;21;22;27;38
02;05;11;21;23;43
03;09;16;17;20;31
11;14;20;28;32;41
09;23;29;30;31;39
10;18;33;34;39;41
02;23;26;35;41;42
06;10;21;22;23;35
05;13;16;18;24;32
10;20;23;26;37;40
03;08;17;26;27;36
15;23;29;36;42;43
09;23;32;35;39;42
19;20;21;23;27;32
15;20;21;32;40;42
06;14;16;19;26;39
01;05;25;27;29;40
07;17;19;27;35;40
02;16;18;27;42;43
11;20;26;28;30;43
03;07;15;25;30;39
10;12;27;32;34;43
01;18;27;30;36;40
11;13;27;31;37;43
18;22;23;32;35;40
08;10;13;30;32;42
02;04;06;16;31;33
10;13;16;25;30;42
10;21;22;25;27;37
06;24;27;30;32;38
01;04;19;28;34;40
18;19;20;24;32;43
09;17;26;30;34;40
10;12;20;35;40;43
01;11;17;23;38;43
02;13;14;22;23;32
10;17;28;30;36;42
06;16;17;22;34;37
12;15;19;25;28;41
05;09;10;27;33;42
07;17;22;30;36;40
12;14;16;18;38;41
11;14;23;30;31;38
05;07;14;17;20;27
02;05;17;18;35;38
02;09;11;24;25;34
04;30;31;36;37;38
02;08;15;24;33;35
13;19;25;29;32;35
14;26;30;33;34;39
16;25;27;29;34;41
02;06;08;19;22;34
05;15;29;34;39;42
06;08;12;30;33;43
05;09;13;28;34;40
07;09;20;27;31;34
01;08;12;20;23;37
08;26;30;36;41;42
08;16;19;23;26;31
04;06;20;21;29;33
02;06;11;29;32;41
06;12;14;17;36;40
01;25;36;41;42;43
03;09;15;16;22;35
06;20;28;31;34;38
03;17;21;23;36;38
09;12;27;28;29;41
01;18;25;27;28;39
12;21;22;27;29;31
19;21;27;33;34;43
05;11;21;27;37;39
05;14;19;21;28;31
01;07;14;15;24;42
03;04;12;18;27;28
12;15;26;35;41;43
04;22;23;27;38;43
14;20;23;25;33;39
01;06;12;14;15;19
06;07;14;15;19;41
02;03;23;25;33;35
02;14;16;17;29;30
06;10;13;14;28;37
14;31;34;35;40;42
01;13;25;29;30;33
02;04;12;14;26;43
01;08;15;21;23;30
03;06;16;23;25;43
07;08;26;27;41;43
07;11;14;18;35;40
01;11;17;28;33;38
08;14;18;19;26;27
05;07;12;23;39;41
02;05;12;21;28;32
06;19;21;24;31;41
01;10;19;30;33;36
05;12;16;24;26;33
23;28;33;35;37;42
06;16;24;31;41;43
01;02;19;22;26;37
06;14;23;24;27;32
04;10;12;14;23;36
10;18;22;24;26;37
02;11;14;23;26;33
03;10;13;17;18;28
15;23;29;35;36;41
03;04;05;28;34;43
10;14;23;35;38;41
15;17;18;19;22;31
11;14;16;32;41;42
16;21;24;28;32;36
01;14;30;34;40;43
06;10;11;30;32;39
12;13;16;28;29;35
05;14;27;29;32;33
12;15;19;32;36;42
15;16;19;21;26;42
13;22;26;30;40;41
03;09;11;15;27;37
16;27;34;35;36;38
02;03;07;09;36;42
06;09;13;17;29;30
06;18;23;32;38;43
04;32;33;38;41;43
02;07;16;25;26;43
04;17;19;37;39;42
04;14;30;35;40;41
09;10;11;25;30;37
04;05;26;28;34;38
03;12;18;24;34;39
03;06;08;21;28;32
10;17;18;29;30;41
07;13;17;23;28;34
07;10;15;31;32;42
04;19;21;25;28;40
02;04;10;28;38;43
06;20;21;23;33;38
10;12;18;38;42;43
03;05;21;30;37;38
04;11;16;20;26;43
04;11;17;21;23;30
08;09;21;24;29;37
03;12;29;31;36;37
16;22;23;27;33;37
06;08;17;19;23;42
12;15;17;25;35;43
05;22;28;29;35;39
07;10;14;25;32;38
02;12;17;18;40;43
10;11;24;26;37;38
01;28;32;34;41;42
06;07;10;23;36;42
10;12;18;27;33;40
08;13;18;33;34;36
01;09;10;28;41;42
20;24;25;27;32;37
01;13;16;22;27;33
12;14;22;23;34;41
02;10;16;26;29;30
04;05;15;30;34;38
01;05;15;22;39;40
02;13;17;24;29;34
03;04;07;13;16;23
06;10;15;21;36;41
01;02;08;13;27;39
03;20;23;24;28;35
06;22;25;26;30;39
08;13;15;18;24;41
03;08;18;21;23;42
09;15;20;22;28;43
01;04;13;25;38;43
08;15;24;26;35;42
02;03;08;12;20;21
04;06;16;17;18;26
18;24;36;37;39;41
02;05;12;23;26;41
10;12;14;24;34;39
07;18;31;32;39;40
02;06;18;26;32;37
02;06;22;25;31;42
06;16;24;32;36;43
04;07;18;19;24;35
05;08;18;28;34;35
04;15;21;31;35;42
02;11;29;31;33;38
07;10;13;19;31;38
06;15;16;28;36;40
07;16;18;20;27;36
07;08;16;35;39;42
04;08;12;22;25;30
05;17;26;37;39;42
06;13;14;22;26;28
02;04;07;19;34;42
07;13;15;18;29;38
06;16;21;30;34;43
03;07;13;18;19;41
02;05;07;10;36;40
03;04;14;21;22;25
07;09;11;14;15;18
08;10;13;15;20;40
08;11;12;15;41;43
02;12;21;23;24;26
07;12;16;28;31;34
06;11;19;28;35;40
01;16;20;24;33;34
03;11;18;20;33;39
03;14;21;24;26;29
08;13;14;21;33;41
02;06;21;31;35;37
04;14;22;23;26;42
03;10;12;32;33;43
09;12;14;24;28;33
02;07;15;22;36;43
22;26;27;28;36;43
14;22;29;33;36;40
12;31;34;40;41;43
04;15;17;34;38;40
01;10;16;19;20;39
13;21;22;26;29;36
12;18;21;29;32;38
05;10;23;26;28;29
02;08;13;17;25;37
03;20;29;33;34;40
14;24;32;40;41;42
21;30;35;39;41;42
08;20;31;36;37;38
06;09;17;20;33;40
12;31;32;34;36;40
13;18;21;30;33;40
02;08;11;12;26;29
13;22;27;29;36;37
02;06;28;30;31;41
21;31;34;37;39;40
07;13;20;27;34;35
04;06;10;17;24;33
01;04;07;25;32;41
05;10;14;16;23;38
01;05;23;24;36;43
02;06;16;27;28;29
08;11;15;22;40;41
08;10;15;21;24;34
02;08;20;33;38;42
04;11;22;31;32;35
08;24;25;29;32;40
04;05;07;37;41;42
08;09;23;34;38;41
01;11;13;30;37;41
03;05;07;18;19;41
16;24;29;32;35;38
06;07;13;18;27;33
12;23;27;32;39;43
21;24;26;35;37;38
16;20;27;33;40;42
09;12;16;33;34;35
06;08;12;17;24;31
07;08;10;21;34;38
04;07;08;15;16;42
09;10;12;19;21;42
04;14;18;22;32;35
08;23;27;31;38;40
04;07;11;12;13;19
02;10;14;19;36;39
02;12;14;18;40;41
05;20;21;26;30;33
12;13;21;25;29;32
01;08;17;24;33;35
20;22;24;32;36;39
01;20;23;37;38;40
20;24;27;28;38;41
07;10;16;18;19;37
14;15;16;18;20;33
02;08;29;31;34;37
08;15;21;32;40;41
02;13;20;22;25;38
01;11;13;29;37;39
04;05;09;20;33;37
05;11;15;24;34;39
02;05;08;09;14;25
19;20;21;24;25;26
02;14;26;28;29;42
05;10;12;25;28;31
05;07;14;24;25;35
13;14;16;21;29;42
15;20;27;29;33;43
11;14;27;31;34;42
25;26;27;28;35;38
01;14;23;24;27;40
06;11;32;34;35;39
16;27;28;36;39;42
04;09;32;37;38;39
05;06;07;20;31;41
13;21;30;31;37;40
03;24;26;27;39;41
10;15;22;23;38;42
02;10;16;18;27;42
10;15;21;22;33;35
06;07;23;25;38;42
20;33;35;36;37;38
05;13;14;26;37;38
10;19;22;27;29;39
05;12;19;22;32;39
02;14;17;19;38;43
06;10;21;24;27;39
14;21;22;32;33;41
11;13;18;20;28;38
08;09;15;26;37;40
08;11;15;29;36;43
02;12;13;14;22;35
03;04;08;10;14;37
02;05;12;14;30;42
08;12;16;23;33;34
06;09;10;29;31;35
08;19;20;23;24;35
02;14;16;27;28;30
07;08;11;13;23;40
04;06;13;16;18;39
13;16;21;25;31;38
03;05;13;18;22;37
02;04;11;15;20;38
16;27;33;35;39;41
10;16;20;25;29;39
08;10;24;26;27;28
04;10;14;19;35;38
11;19;20;25;38;40
14;22;25;28;37;41
03;04;06;15;32;40
08;10;11;12;20;40
06;08;09;20;24;27
06;08;10;21;39;42
06;07;24;34;42;43
04;14;17;22;26;41
06;10;12;32;37;39
02;06;11;27;29;37
01;08;19;25;32;38
01;02;04;16;17;38
17;19;21;22;36;37
15;21;31;32;33;34
07;11;16;19;20;23
04;07;10;11;12;32
02;04;09;13;16;33
01;02;21;22;37;38
02;08;14;23;28;42
15;16;23;29;37;39
05;11;17;24;35;41
10;13;27;34;36;39
06;07;12;26;39;43
05;06;15;23;40;43
19;21;23;24;27;43
09;14;22;24;25;32
01;09;23;29;37;41
01;09;18;20;24;29
10;11;17;31;35;39
04;05;13;21;33;34
02;08;13;27;31;32
12;17;29;32;38;40
09;13;19;27;34;38
01;10;22;24;34;37
01;07;14;25;37;43
10;13;14;19;26;43
15;22;25;29;34;42
13;19;24;28;33;38
01;07;11;14;22;34
01;04;13;18;23;39
01;03;05;25;39;41
04;06;08;10;19;28
08;12;22;23;25;35
02;18;19;20;25;31
09;13;18;19;25;30
09;29;33;34;35;41
06;20;23;25;31;33
02;14;19;22;24;43
03;16;19;25;39;40
01;06;12;20;22;23
13;18;22;28;41;42
02;11;20;31;32;37
03;31;32;38;39;40
02;06;20;24;31;40
01;12;15;26;34;40
09;10;12;13;28;38
04;07;15;23;38;42
01;02;06;24;25;41
05;14;19;24;27;37
16;21;27;32;34;43
05;21;24;34;37;38
10;19;23;25;30;40
01;11;19;28;39;43
07;10;12;34;40;43
06;11;15;24;27;33
05;06;23;30;37;38
16;19;26;27;29;32
06;10;12;16;39;40
05;15;22;24;29;36
02;04;23;24;33;41
02;09;10;24;25;43
02;03;23;32;36;39
05;06;09;18;28;40
03;04;07;13;22;31
19;24;27;31;32;33
05;06;13;20;22;28
04;17;27;39;41;42
05;09;10;28;39;40
07;11;31;34;38;43
05;17;34;37;39;42
12;28;32;36;38;43
01;03;05;12;13;38
03;04;17;24;27;34
08;22;24;28;31;36
08;11;17;26;33;43
03;07;08;26;42;43
02;05;18;27;35;38
02;12;13;22;24;34
09;14;18;28;30;33
09;10;23;31;35;36
06;07;13;15;35;39
01;03;04;10;15;40
02;11;30;32;38;41
05;08;14;20;26;27
03;17;22;23;27;40
02;09;22;26;31;35
04;11;14;18;25;37
10;13;15;25;37;42
10;24;32;34;38;40
01;03;06;17;28;42
03;14;29;32;33;42
01;12;15;17;21;36
14;16;32;35;38;41
04;17;21;28;35;42
05;10;16;34;36;39
04;14;18;26;35;36
19;21;24;28;32;40
05;07;08;12;23;25
01;03;10;21;29;43
02;14;21;26;37;38
05;18;19;26;31;43
05;07;23;24;37;38
01;11;14;21;23;39
03;10;11;13;20;27
06;10;17;18;19;24
04;22;26;27;32;43
02;08;21;27;33;37
04;05;11;13;22;25
11;12;18;25;35;39
03;14;17;32;35;43
05;14;16;22;25;40
24;27;34;35;36;43
01;08;11;16;25;32
04;06;12;18;28;41
05;15;23;26;30;36
10;16;25;29;38;42
02;07;25;26;38;42
22;28;33;36;37;41
07;10;13;23;34;39
03;04;06;18;32;37
02;04;09;36;37;39
02;10;21;28;41;43
01;04;06;14;28;31
07;09;14;30;42;43
14;19;31;35;40;43
10;12;26;28;29;37
04;05;09;20;21;32
05;12;24;25;37;38
05;06;21;27;32;38
08;10;14;15;27;30
13;17;21;25;29;37
03;10;15;18;27;40
08;12;21;22;31;35
06;13;22;28;29;37
11;21;26;31;32;33
01;03;06;07;16;19
02;04;06;15;21;41
04;15;24;40;41;42
06;09;12;13;30;40
05;13;18;22;27;41
06;14;21;22;23;30
12;15;21;27;30;35
11;12;13;17;25;33
08;16;18;22;27;35
05;14;19;20;32;42
05;08;20;31;36;41
02;03;26;33;36;40
07;12;21;33;38;40
06;14;25;27;38;43
02;06;25;26;41;42
10;15;25;29;34;36
02;09;12;17;33;42
09;17;27;30;35;38
05;07;26;36;38;39
04;06;19;32;33;38
05;13;30;31;32;35
13;20;24;32;35;42
25;26;27;28;32;37
16;26;32;35;37;39
02;29;30;31;33;34
01;21;23;26;31;33
10;12;15;25;31;34
10;12;37;39;40;43
14;18;19;24;25;33
04;15;30;37;42;43
05;09;20;21;31;41
03;07;16;17;20;32
02;12;14;26;38;43
01;03;12;16;20;35
13;15;21;25;36;41
05;09;12;19;30;35
08;11;15;17;26;43
01;18;28;31;35;37
05;12;22;29;38;39
02;03;14;27;28;38
09;10;14;15;39;43
07;20;25;29;33;37
03;10;15;23;36;37
02;09;12;16;31;36
01;06;21;23;27;40
07;16;17;28;39;43
05;19;26;36;39;43
02;06;16;24;30;41
11;15;22;23;26;30
10;16;22;25;31;39
02;09;17;38;39;42
03;23;24;28;29;42
14;19;27;28;37;42
01;04;06;22;24;38
02;11;22;32;36;42
09;18;23;24;26;30
01;16;18;28;36;38
05;18;23;32;35;39
05;11;17;18;19;25
04;06;10;24;32;37
04;23;29;31;32;35
02;21;23;29;30;43
10;12;19;20;21;22
10;22;31;34;36;43
01;11;26;30;32;40
06;10;15;20;23;26
03;09;19;22;23;40
02;04;18;23;31;38
02;03;04;12;22;29
02;07;17;18;21;40
01;05;06;12;30;31
02;03;29;30;32;43
03;11;13;27;29;36
06;13;22;28;42;43
10;15;17;27;42;43
03;11;19;30;38;42
09;12;16;18;27;38
15;20;23;35;38;42
14;19;22;23;31;37
15;19;21;22;29;40
15;19;32;35;36;38
14;23;24;28;37;38
03;11;19;26;29;38
04;11;17;30;36;43
03;14;15;24;25;36
05;06;10;22;34;41
05;07;31;33;36;39
04;12;16;27;28;41
03;18;21;25;29;37
04;06;08;22;27;38
01;05;10;32;38;40
18;22;29;31;39;43
07;11;17;21;37;39
01;03;14;26;27;42
03;05;08;11;33;43
01;03;12;19;26;29
08;15;17;30;32;36
01;15;21;22;26;29
09;12;15;16;18;35
08;14;22;25;27;41
13;22;26;34;38;43
03;21;23;24;27;32
05;13;20;24;25;27
07;08;16;31;32;33
03;08;17;25;28;43
11;14;16;21;24;39
03;19;34;36;40;43
06;12;16;24;25;37
23;26;27;29;30;43
09;11;19;22;27;38
03;20;36;38;39;41
02;03;09;19;40;42
09;14;20;23;27;32
01;14;31;32;39;42
01;04;24;30;39;40
03;22;25;28;32;39
08;14;15;22;25;40
02;25;27;28;35;42
03;30;32;33;34;39
03;15;19;30;34;37
09;17;24;25;33;40
02;04;05;20;37;43
10;17;20;21;36;43
01;08;11;17;22;26
13;16;17;19;20;38
07;10;18;21;28;36
05;13;22;31;37;39
04;09;17;20;23;42
02;04;07;22;32;35
11;20;21;30;36;43
01;15;21;24;37;41
14;20;24;25;31;32
09;15;17;19;27;33
02;08;17;27;30;31
01;03;12;13;21;32
03;07;24;25;27;39
06;09;20;34;37;41
07;13;15;21;23;34
14;22;27;29;33;37
04;10;11;12;18;25
21;29;30;32;38;42
03;07;16;26;34;39
01;19;21;30;31;43
06;13;17;18;27;43
05;09;13;31;32;35
26;27;30;31;34;40
03;06;15;23;24;31
03;08;14;28;31;43
05;13;20;28;30;32
06;26;34;37;42;43
04;11;23;27;35;42
07;09;10;19;28;33
05;11;20;25;26;32
14;16;19;29;32;37
02;11;19;21;28;38
11;12;17;23;29;43
08;26;27;29;35;43
05;10;16;17;32;37
01;12;14;16;20;29
02;07;28;39;42;43
06;12;13;34;38;42
04;13;18;27;30;39
11;13;27;37;41;42
02;11;29;36;40;42
05;09;25;27;28;33
03;09;21;34;35;42
12;17;26;30;33;40
11;21;25;34;35;36
01;10;25;27;31;40
03;17;20;32;36;43
01;03;05;08;20;39
08;09;16;27;30;33
07;08;21;24;34;42
21;22;24;30;31;43
01;04;09;23;30;36
03;12;20;33;35;41
08;12;19;24;30;36
06;15;16;19;38;41
06;08;13;17;18;20
09;12;19;21;39;40
10;13;15;18;25;38
01;07;20;28;34;38
03;20;21;30;34;35
03;07;09;31;38;43
10;13;26;27;30;36
05;08;16;24;32;33
05;17;19;22;41;42
03;10;15;22;27;40
21;22;24;26;28;30
02;11;18;27;30;33
04;19;26;40;42;43
06;07;20;24;28;43
03;06;15;18;23;27
06;19;21;31;38;41
01;05;08;14;19;21
01;19;31;33;35;43
06;08;12;17;18;24
02;06;16;23;32;35
04;05;07;10;13;16
03;06;09;13;36;37
08;13;14;18;24;38
15;25;32;33;36;38
12;15;25;31;39;40
01;04;08;10;18;33
06;07;12;22;30;33
12;25;29;32;38;43
06;08;14;27;36;42
01;06;21;34;36;39
06;16;17;27;33;41
06;09;15;19;39;42
01;12;14;26;34;41
02;07;09;28;38;39
03;10;12;26;38;42
01;11;33;34;35;38
02;06;07;09;19;23
01;11;21;25;34;36
03;06;15;21;42;43
10;12;13;29;35;39
02;08;31;38;40;42
22;24;29;31;32;34
04;08;23;29;34;35
01;16;24;28;40;42
02;16;19;20;24;36
04;05;26;30;34;42
09;15;17;21;23;42
03;15;21;29;30;35
06;11;19;28;30;43
01;11;37;38;39;42
06;12;25;36;38;41
04;05;24;29;33;35
03;18;19;20;37;38
05;06;12;14;30;38
20;22;28;29;32;41
03;04;07;08;22;33
01;18;21;31;37;41
08;15;21;24;35;38
04;06;14;17;23;33
11;21;30;31;36;37
01;04;10;14;24;26
12;13;19;23;28;35
19;21;31;39;42;43
07;13;14;33;39;43
01;04;15;18;25;28
01;10;19;23;26;34
02;03;10;16;26;27
03;05;16;23;31;43
02;14;22;23;35;43
07;11;17;27;32;40
05;23;25;26;29;31
06;08;10;33;35;43
04;15;20;24;26;30
08;12;30;36;41;42
14;19;22;23;28;43
03;06;19;31;35;40
05;17;20;28;39;42
22;24;27;30;32;40
01;04;15;16;23;30
09;22;31;32;34;43
01;02;12;16;19;40
03;04;08;12;24;37
11;17;19;24;33;41
04;07;11;33;34;37
18;20;21;24;40;42
04;08;17;20;29;41
